,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
146,0.5236345291137695,0.03599974073960957,0.01417856216430664,0.002548874149297206,10,log2,2,2,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.770949720670391,0.8089887640449438,0.8089887640449438,0.8146067415730337,0.8426966292134831,0.8092461239093591,0.022866654744752656,103
147,0.20081791877746583,0.04336158901297121,0.00557093620300293,0.0013140327668473488,10,log2,2,5,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.7597765363128491,0.8146067415730337,0.8089887640449438,0.8033707865168539,0.8314606741573034,0.8036407005209968,0.02386187137751312,151
148,0.38184490203857424,0.024128950970176696,0.011401605606079102,0.0024910638936858614,10,log2,2,5,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.770949720670391,0.8146067415730337,0.8089887640449438,0.8258426966292135,0.8370786516853933,0.8114933149205952,0.022451117781178684,70
149,0.512361478805542,0.027754358506463784,0.013406944274902344,0.0012075448088892683,10,log2,2,5,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.776536312849162,0.8089887640449438,0.8089887640449438,0.8258426966292135,0.8370786516853933,0.8114870378507314,0.020469741374914165,75
150,0.15559868812561034,0.003197578622421316,0.004604244232177734,0.00046025518539355626,10,log2,2,10,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.776536312849162,0.8258426966292135,0.8089887640449438,0.8089887640449438,0.8314606741573034,0.8103634423451134,0.019145519967464403,90
151,0.32800469398498533,0.01736027577632276,0.01039900779724121,0.0017689596231649086,10,log2,2,10,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.776536312849162,0.8089887640449438,0.8033707865168539,0.8089887640449438,0.8370786516853933,0.8069926558282594,0.019255351503985708,137
152,0.48978567123413086,0.04449094158555819,0.013417387008666992,0.0025701893173904183,10,log2,2,10,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",0.776536312849162,0.8146067415730337,0.8089887640449438,0.8146067415730337,0.8370786516853933,0.8103634423451134,0.01947243188271633,90
153,0.15540785789489747,0.003519391821347089,0.0048274040222167965,0.0007753751600021813,10,log2,4,2,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.7653631284916201,0.8146067415730337,0.8089887640449438,0.8033707865168539,0.8426966292134831,0.8070052099679869,0.024830896724778295,133
154,0.37319021224975585,0.04052632513774916,0.012388896942138673,0.0036973412401298932,10,log2,4,2,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.7653631284916201,0.8202247191011236,0.8033707865168539,0.797752808988764,0.8370786516853933,0.804758018956751,0.02402830367975761,144
155,0.5605428218841553,0.03804507124284922,0.017583131790161133,0.003948792179365002,10,log2,4,2,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",0.770949720670391,0.8202247191011236,0.8089887640449438,0.8089887640449438,0.8370786516853933,0.8092461239093591,0.021734424878655605,103
156,0.18096179962158204,0.01952559508324427,0.005421066284179687,0.0008023149941188739,10,log2,4,5,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.776536312849162,0.8258426966292135,0.8033707865168539,0.8089887640449438,0.8370786516853933,0.8103634423451134,0.020728586006691932,90
157,0.3500333309173584,0.035545789857352614,0.010168981552124024,0.001324169519848874,10,log2,4,5,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.7653631284916201,0.8202247191011236,0.8146067415730337,0.8089887640449438,0.8370786516853933,0.809252400979223,0.02387341073432755,102
158,0.4839817523956299,0.023255312115506514,0.014005184173583984,0.0022118343878373445,10,log2,4,5,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}",0.776536312849162,0.8146067415730337,0.8089887640449438,0.8089887640449438,0.8426966292134831,0.8103634423451134,0.02103090455589755,90
159,0.1887821674346924,0.01226631745090994,0.005419111251831055,0.0013511483207741034,10,log2,4,10,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.776536312849162,0.8146067415730337,0.8033707865168539,0.8089887640449438,0.8426966292134831,0.8092398468394955,0.021223524179545063,108
160,0.3331003189086914,0.0085627805909222,0.008595800399780274,0.0013625014459285817,10,log2,4,10,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.770949720670391,0.8314606741573034,0.8146067415730337,0.8089887640449438,0.8370786516853933,0.8126169104262131,0.023266894048362758,51
161,0.47243661880493165,0.0066350727218452135,0.012397146224975586,0.00045854302462622603,10,log2,4,10,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",0.776536312849162,0.8202247191011236,0.8089887640449438,0.8089887640449438,0.8426966292134831,0.8114870378507313,0.021374852461788347,80
162,0.00018405914306640625,0.0003681182861328125,0.0,0.0,15,auto,1,2,100,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",,,,,,,,163
163,0.0005938529968261719,0.0004865055607261471,0.0,0.0,15,auto,1,2,200,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",,,,,,,,163
164,0.0008040428161621094,0.0004021473562752839,0.0,0.0,15,auto,1,2,300,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",,,,,,,,163
